StoreNumber,StoreName,StreetAddress,City,State,Zip,Manager,FirstAssistant,AreaName,AreaNumber,RegionName,RegionNumber,OpenYear,OpenMonth,OpenDay,Latitude,Longitude,Picture,Manager_Picture,No_Teldir_Update,Picture_Coming_Soon
659,SANTA ROSA MONTGOMERY,4341 Montgomery Dr,Santa Rosa,CA,95405,David Lindsey,Paul Montgomery,Northwestern California,12,Southern Region,4,2005,6,1,38.4567807,-122.6721597,659-Santa-Rosa-Montgomery.jpg,,0,0
661,SOUTH LAKE TAHOE,1901 Lake Tahoe Blvd,South Lake Tahoe,CA,96150,Duane Carter,Jesse Starkey,Northeastern Calif/Nevada,13,Southern Region,4,2005,11,1,38.9119620,-120.0088980,661 South Lake Tahoe.jpg,,0,0
662,JACKSON,10861 State Highway 49-88,Jackson,CA,95642,Jerime Zimmerman,Cameron Fahl,Northeastern Calif/Nevada,13,Southern Region,4,2005,12,19,38.3665654,-120.7954169,662-Jackson.jpg,,0,0
663,MARTINEZ,3800 Alhambra Ave,Martinez,CA,94553,Nicholas Runnels,Benjamin Olteanu,Northwestern California,12,Southern Region,4,2006,4,19,37.9963023,-122.1329831,663-Martinez.jpg,,0,0
664,RIVERBANK,2560 Patterson Rd,Riverbank,CA,95367,Tony Womack,Miguel Garcia Medina,Central California,14,Southern Region,4,2006,9,25,37.7321981,-120.9505724,664 Riverbank.jpg,,0,0
665,TRACY,3260 W Grant Line Rd,Tracy,CA,95304,Mike Halverson,Julio-Cesar Rojas,Central California,14,Southern Region,4,2007,1,3,37.7523272,-121.4761024,665_Tracy.jpg,,0,1
901,MISSOULA NORTH,2800 W Broadway St,Missoula,MT,59808,Jim Chandler,Javier Rivas,Northern Idaho/Montana,9,Eastern Region,3,1987,5,1,46.8912678,-114.0290395,901-Missoula.jpg,Sherry.jpg,0,0
902,MISSOULA SOUTH,2605 Brooks St,Missoula,MT,59801,Todd Harrison,Alex Nochebuena,Northern Idaho/Montana,9,Eastern Region,3,1987,5,1,46.8468151,-114.0215953,902-Missoula-S.jpg,,0,0
904,KALISPELL,1015 W Center St,Kalispell,MT,59901,Todd Howe,Todd Tolbert,Northern Idaho/Montana,9,Eastern Region,3,1999,1,1,48.1968119,-114.3283548,904-Kalispell.jpg,,0,0
905,COLUMBIA FALLS,1737 9th St W,Columbia Falls,MT,59912,Trent Walls,Kyle Davis,Northern Idaho/Montana,9,Eastern Region,3,1999,1,1,48.3713903,-114.2053882,905 Columbia Falls.jpg,,0,0
906,KALISPELL EAST,2335 US Highway 2 E,Kalispell,MT,59901,Jeremiah Maiden,Dave Ogren,Northern Idaho/Montana,9,Eastern Region,3,1999,1,1,48.2318721,-114.2750881,906 Kalispell East.jpg,,0,0
907,WHITEFISH,6355 US Highway 93 S,Whitefish,MT,59937,Sam Burt,Manny Melendez,Northern Idaho/Montana,9,Eastern Region,3,2001,10,1,48.5046029,-114.5380654,907-Whitefish.jpg,,0,0
908,HELENA,2970 Prospect Ave,Helena,MT,59601,Tim Phillips,Shim Baxter,Northern Idaho/Montana,9,Eastern Region,3,2001,12,1,46.5934152,-111.9871131,908-Helena.jpg,,0,0
909,BUTTE,290 Holland St,Butte,MT,59701,Dane Lawrence,Zachary Carlos,Northern Idaho/Montana,9,Eastern Region,3,2005,5,2,45.9970718,-112.5386077,909-Butte.jpg,,0,0
951,RENO KIETZKE,1290 Kietzke Ln,Reno,NV,89502,Jesse Forgette,Adam Shirk,Northeastern Calif/Nevada,13,Southern Region,4,1997,12,1,39.5117266,-119.7885072,951 Reno Kietzke.jpg,,0,0
952,RENO VIRGINIA,4175 S Virginia St,Reno,NV,89502,Rick Sprouse,Jeff Beyer,Northeastern Calif/Nevada,13,Southern Region,4,1998,3,1,39.4847514,-119.7936402,952-Reno-Virginia.jpg,,0,0
953,CARSON CITY,3020 S Carson St,Carson City,NV,89701,Royce Buckley,Guy Dominguez,Northeastern Calif/Nevada,13,Southern Region,4,1998,7,1,39.1395654,-119.7696785,953-Carson-City.jpg,Moser.jpg,0,0
954,FALLON,2555 Reno Hwy,Fallon,NV,89406,Ray Duke,Thomas De La Garza,Northeastern Calif/Nevada,13,Southern Region,4,1999,4,1,39.4782888,-118.8112662,954-Fallon.jpg,,0,0
955,WINNEMUCCA,3290 Fountain Way,Winnemucca,NV,89445,Cory Willis,David Plumel,Northeastern Calif/Nevada,13,Southern Region,4,2000,2,14,40.9594481,-117.7429398,955-Winnemmucca.jpg,,0,0
956,ELKO,650 W Silver St,Elko,NV,89801,Gabe Young,Doug Comeau,Northeastern Calif/Nevada,13,Southern Region,4,2000,7,1,40.8261022,-115.7707403,956-Elko.jpg,,0,0
957,SPARKS,1405 E Prater Way,Sparks,NV,89434,Dwayne Yancey,Nicholas Fink,Northeastern Calif/Nevada,13,Southern Region,4,2001,11,14,39.5414118,-119.7176590,957-Sparks.jpg,,0,0
958,RENO ODDIE BLVD,1900 Silverada Blvd,Reno,NV,89512,Dave Carlson,Rolando Madera,Northeastern Calif/Nevada,13,Southern Region,4,2003,10,8,39.5460687,-119.7822186,958 Reno Oddie Blvd.jpg,,0,0
959,CARSON CITY NORTH,3219 N Carson St,Carson City,NV,89706,Mike Asby,Jason Brumbaugh,Northeastern Calif/Nevada,13,Southern Region,4,2006,2,22,39.1881662,-119.7708950,959-Carson-City.jpg,,0,0
960,RENO SOUTH,9500 S Virginia St,Reno,NV,89511,Brett Shore,Rick Clark,Northeastern Calif/Nevada,13,Southern Region,4,2007,3,26,39.4437803,-119.7720998,960-Reno-South.jpg,,0,0
668,TURLOCK,2602 Geer Rd,Turlock,CA,95382,Shawn Allen,Justin Goin,Central California,14,Southern Region,4,2007,3,29,37.5168808,-120.8476959,668 Turlock.jpg,,0,0
671,OAKDALE,1300 E F St,Oakdale,CA,95361,Brandon Lamb,Jesse Pollock,Central California,14,Southern Region,4,2007,8,1,37.7710048,-120.8363647,671-Oakdale.jpg,,0,0
910,POLSON,36030 Memory Ln,Polson,MT,59860,Jason Sherry,Trent Goslin,Northern Idaho/Montana,9,Eastern Region,3,2007,11,1,47.6800565,-114.1145238,910-Polson.jpg,,0,0
912,RONAN,63360 US Highway 93,Ronan,MT,59864,Marty Stewart,Dennis Baughman,Northern Idaho/Montana,9,Eastern Region,3,2007,11,1,47.5263290,-114.0967343,912-Ronan.jpg,,0,0
669,SAN CARLOS,260 El Camino Real,San Carlos,CA,94070,Mike Holcomb,Roberto Macias,Central California,14,Southern Region,4,2007,12,21,37.5106165,-122.2652297,669-San-Carlos.jpg,,0,0
670,CERES MODESTO,1830 E Hatch Rd,Modesto,CA,95351,Randy Looney,Larry Mcadams,Central California,14,Southern Region,4,2007,10,19,37.6087272,-120.9625249,670-Ceres.jpg,,0,0
672,FREMONT,36761 Fremont Blvd,Fremont,CA,94536,Jason Greene,Zeric Cage,Central California,14,Southern Region,4,2008,2,15,37.5614438,-122.0143435,672 Fremont.jpg,,0,0
412,BELLINGHAM,4020 Meridian St,Bellingham,WA,98226,Eric Oman,Brian Maynard,Northwestern Washington,1,Northwestern Region,1,2008,1,2,48.7877331,-122.4854175,412 Bellingham.jpg,,0,0
413,CLINTON,11038 State Route 525 # 8,Clinton,WA,98236,Will Woodworth,Troy Hurlburt,Northwestern Washington,1,Northwestern Region,1,2008,1,2,47.9900509,-122.3943257,413 Clinton.jpg,,0,0
414,OAK HARBOR,31720 State Route 20,Oak Harbor,WA,98277,Kenny Mcguire,Mike Brighton,Northwestern Washington,1,Northwestern Region,1,2008,1,2,48.2925792,-122.6577236,414 Oak Harbor.jpg,,0,0
415,BELLINGHAM JAMES ST,2121 James St,Bellingham,WA,98225,Mike Gadman,Joshua Brummel,Northwestern Washington,1,Northwestern Region,1,2008,1,2,48.7584425,-122.4653441,415-Bellingham.jpg,,0,0
416,ANACORTES,2311 Commercial Ave,Anacortes,WA,98221,Jerel Colorado,Sam Bailey,Northwestern Washington,1,Northwestern Region,1,2008,1,2,48.5031933,-122.6121579,416-Anacortes.jpg,,0,0
417,BELLINGHAM IRONGATE,3805 Irongate Rd,Bellingham,WA,98226,Jon Lamb,Andrew Melton,Northwestern Washington,1,Northwestern Region,1,2008,1,2,48.7825872,-122.4539558,417-Irongate.jpg,,0,0
411,AIRWAY HEIGHTS,11003 W Sunset Hwy # 2,Airway Heights,WA,99001,Richie Rollins,Tyler Burnett,Eastern Washington,4,Northwestern Region,1,2008,1,24,47.6423523,-117.5642093,411-Airway-Heights.jpg,,0,0
410,PUYALLUP CANYON RD,14009 Canyon Rd E,Puyallup,WA,98373,Matt Hawkins,Chris Yates,Southwestern Washington,2,Northwestern Region,1,2008,3,11,47.1287345,-122.3566178,410-Puyallup-Canyon-Rd.jpg,,0,0
674,VALLEJO,3301 Sonoma Blvd,Vallejo,CA,94590,Josh Brown,Jonathan Anderson,Northwestern California,12,Southern Region,4,2008,3,19,38.1201494,-122.2555409,674-Vallejo.jpg,,0,0
673,STOCKTON CHARTER WAY,1717 W Charter Way,Stockton,CA,95206,Matt Buchmann,Lucas Buckley,Central California,14,Southern Region,4,2008,3,15,37.9339248,-121.3108369,673-Stockton-Charter-Way.jpg,,0,0
676,YREKA,1508 Fairlane Rd,Yreka,CA,96097,Preston Richardson,Kyle Pitkin,Northwestern California,12,Southern Region,4,2008,5,1,41.7107022,-122.6408705,676 Yreka.jpg,,0,0
527,CLINTON,1329 N 2000 W,Clinton,UT,84015,Jimmy Samdal,Kevin Morgan,Utah,11,Eastern Region,3,2008,7,11,41.133281,-112.064634,527-Clinton.jpg,,0,0
675,CONCORD,625 Contra Costa Blvd,Concord,CA,94523,Gabe Williams,Benson Caldwell,Northwestern California,12,Southern Region,4,2008,6,12,37.9741430,-122.0636530,675-Concord.jpg,,0,0
001,LS DISTRIBUTION CENTER,2888 SW George Millican Rd ,Prineville,OR,97754,Monty Severance,,<null>,<null>,<null>,<null>,2000,10,13,44.280870,-120.891789,LS Warehouse.jpg,,1,0
A52,BURLEY T-W DBA TIRES WEST,2555 S Overland Ave,Burley,ID,83318,Randy Winn,Steve Durfee,Southern Idaho,10,Eastern Region,3,1987,2,1,42.5204432,-113.7927755,A52 Burley.jpg,,0,0
528,LOGAN SOUTH,36 W 1200 S,Logan,UT,84321,Nathan Thies,,Utah,11,Eastern Region,3,2010,10,28,41.7097603,-111.8359548,528 Logan South.jpg,,0,0
S20,OLYMPIA SHAUB-ELLISON,1100 Plum St SE,Olympia,WA,98501,Irl Rhodes,Brian Brush,Southwestern Washington,2,Northwestern Region,1,1980,12,1,47.0389450,-122.8898590,S20-Olympia.jpg,,0,0
S22,PUYALLUP SHAUB-ELLISON,403 N Meridian,Puyallup,WA,98371,Mike Eldridge,Steve Villegas,Southwestern Washington,2,Northwestern Region,1,1980,12,1,47.1942178,-122.2933371,S22 Puyallup.jpg,,0,0
S29,TWISP SHAUB-ELLISON,216 Methow Valley Hwy,Twisp,WA,98856,Ed Ahrens,Brian Gustafson,Central Washington,3,Northwestern Region,1,2008,9,2,48.3637283,-120.1220988,S29 Twisp.jpg,,0,0
S30,FIFE SHAUB-ELLISON,1334 54th Ave E,Fife,WA,98424,Jason Vanrensum,Dion Palomino,Southwestern Washington,2,Northwestern Region,1,1994,2,1,47.2454812,-122.3577452,S30 Fife.jpg,,0,0
S32,SHELTON SHAUB-ELLISON,2505 Olympic Hwy N Ste300,Shelton,WA,98584,Jason Pooler,Joel Bullington,Southwestern Washington,2,Northwestern Region,1,1980,12,1,47.2250844,-123.1261382,S32 Shelton.jpg,,0,0
161,LOVELAND 64TH STREET,184 W 64th St,Loveland,CO,80538,Bob Graddy,Bradley Taylor,Central Colorado,16,Eastern Region,3,2015,2,25,40.4535771,-105.0781912,161-Loveland 64th St.jpg,,0,0
155,COMMERCE CITY,10489 Chambers Rd,Commerce City,CO,80022,Jeremiah Day,James Barlow,Central Colorado,16,Eastern Region,3,2013,11,14,39.8871457,-104.8092412,,,0,1
157,THORNTON 88TH AVENUE,800 E 88th Ave,Thornton,CO,80229,Casey Longacre,Michael Brumble,Central Colorado,16,Eastern Region,3,2014,3,5,39.8558380,-104.9763830,157-Thornton.jpg,,0,0
158,CENTENNIAL ARAPAHOE RD,15787 E Arapahoe Rd,Centennial,CO,80016,Ryan Turner,J.R. Roberts,Central Colorado,16,Eastern Region,3,2014,1,30,39.5950392,-104.8052488,,,0,1
159,LAKESIDE 44TH AVENUE,5871 W 44th Ave,Denver,CO,80212,Lonnie Grimm,Joe Oliver,Central Colorado,16,Eastern Region,3,2014,10,22,39.7769939,-105.0609114,159-Lakeside.jpg,,0,0
160,LONGMONT EMERY STREET,633 S Emery St,Longmont,CO,80501,David Stephenson,Christopher Hoskins,Central Colorado,16,Eastern Region,3,2014,10,29,40.1507527,-105.1005368,160-Longmont Emery St.jpg,,0,0
151,AURORA TOWER ROAD,3430 Tower Rd,Aurora,CO,80011,Jeff Lowry,John Brown,Central Colorado,16,Eastern Region,3,2012,9,19,39.7629410,-104.7716033,151 Aurora Tower Rd.jpg,,0,0
568,REEDLEY,379 I St,Reedley,CA,93654,Nate Baer,John Merrill,South Central California,15,Southern Region,4,2016,3,30,36.6011181,-119.4596381,568-Reedley.jpg,,0,0
569,NORCO HAMNER AVE,1701 3rd St,Norco,CA,92860,Cody Lyczewski,Robert Cooper,Southeastern California,17,Southern Region,4,2016,6,20,33.9172377,-117.5604434,569-Norco Hamner Ave..jpg,,0,0
557,SELMA,2731 Highland Ave,Selma,CA,93662,Randy Sandall,Daniel Hanks,South Central California,15,Southern Region,4,2013,8,20,36.5728868,-119.6306538,,,0,1
657,STOCKTON HAMMER,3554 E Hammer Ln,Stockton,CA,95212,John Burgess,Krysta Cordero,Central California,14,Southern Region,4,2005,6,13,38.0206911,-121.2705492,,,0,1
152,DENVER FEDERAL BLVD,2001 Federal Blvd,Denver,CO,80211,Ed Ferrell,Anthony Owens,Central Colorado,16,Eastern Region,3,2012,10,15,39.7478599,-105.0256292,152 Denver Federal Blvd.jpg,,0,0
558,BAKERSFIELD MING AVE,4901 Ming Ave,Bakersfield,CA,93309,Cris Arizmendi,Jacob Vinson,South Central California,15,Southern Region,4,2014,2,19,35.3389933,-119.0564549,,,0,1
571,TEMECULA BUTTERFIELD,43890 Butterfield Stge Rd,Temecula,CA,92592,Scott Borden,Shane Fourmont,Southeastern California,17,Southern Region,4,2016,6,15,33.4850268,-117.0773840,571-Temecula Butterfield Stage Rd..jpg,,0,0
168,AURORA CHAMBERS RD,2360 S Chambers Rd,Aurora,CO,80014,Alex Wiltermood,Travis Arnold,Central Colorado,16,Eastern Region,3,2016,7,7,39.6734130,-104.8094672,168-Aurora Chambers Rd..jpg,,0,0
559,BAKERSFIELD OSWELL,2512 Oswell St,Bakersfield,CA,93306,Brian Beltran,Arturo Orozco,South Central California,15,Southern Region,4,2014,1,8,35.3914571,-118.9502917,,,0,1
153,HIGHLANDS RANCH,945 Sgt Jon Stiles Dr,Highlands Ranch,CO,80129,Aaron Layson,Aaron Benton,Central Colorado,16,Eastern Region,3,2012,10,19,39.5500995,-105.0011717,153 Highlands Ranch.jpg,,0,0
154,LITTLETON BOWLES AVE,13331 W Bowles Ave,Littleton,CO,80127,Pete Skelley,Joshua Bryant,Central Colorado,16,Eastern Region,3,2012,10,5,39.6103086,-105.1487570,154 Littleton Bowels Ave.jpg,,0,0
156,PARKER HILLTOP RD,11265 S Pikes Peak Dr,Parker,CO,80138,Bryce Tucker,Davis Blosl,Central Colorado,16,Eastern Region,3,2012,10,18,39.5118475,-104.7633594,156 Parker Hilltop.jpg,,0,0
266,PORTLAND SELLWOOD,2500 SE Tacoma St,Portland,OR,97202,Jenny Mccool,Scott Palmer,Northwestern Oregon,5,Central Region,2,2012,8,8,45.4646403,-122.6390480,,,0,1
428,RICHLAND WEST,2825 Queensgate Dr,Richland,WA,99352,Jake Miller,Jayson Rasmussen,Eastern Washington,4,Northwestern Region,1,2012,10,1,46.2564470,-119.3138977,428 Richland West.jpg,,0,0
551,DINUBA,1060 W El Monte Way,Dinuba,CA,93618,Forrest Waltermire,Sean Jennings,South Central California,15,Southern Region,4,2012,10,9,36.5460536,-119.4069754,551 Dinuba.jpg,,0,0
552,FRESNO BLACKSTONE AVENUE,3966 N Blackstone Ave,Fresno,CA,93726,Kevin Johnson,Paul Mcmindes,South Central California,15,Southern Region,4,2012,10,16,36.7898463,-119.7900670,552 Fresno Blackstone AVE.jpg,,0,0
553,FRESNO KINGS CANYON RD,5740 E Kings Canyon Rd,Fresno,CA,93727,Brad Buffan,Neal Workman,South Central California,15,Southern Region,4,2012,10,20,36.7356585,-119.6945747,553 Kings Canyon.jpg,,0,0
554,FRESNO WEST SHAW AVE,4588 W Shaw Ave,Fresno,CA,93722,Randy Hecker,Adam Gregory,South Central California,15,Southern Region,4,2012,10,19,36.8087801,-119.8753330,554 West Shaw.jpg,,0,0
555,CLOVIS,1742 Clovis Ave,Clovis,CA,93612,Rob Dyer,Micky Cardwell,South Central California,15,Southern Region,4,2012,10,27,36.8107923,-119.7007722,555 Clovis.jpg,,0,0
556,LOS BANOS,1500 E Pacheco Blvd,Los Banos,CA,93635,Mychal Hesner,J.D. Jeffries,South Central California,15,Southern Region,4,2012,11,1,37.0574619,-120.8315754,556 Los Banos.jpg,,0,0
679,ELK GROVE CALVINE,8301 Elk Grove Florin Rd,Sacramento,CA,95829,Jeff Beba,Antonio Recoder,Central California,14,Southern Region,4,2013,1,16,38.4559615,-121.3711007,679 Elk Grove Calvine.jpg,,0,0
560,PORTERVILLE JAYE STREET,640 S Jaye St,Porterville,CA,93257,Lane Holm,Seth Merritt,South Central California,15,Southern Region,4,2013,12,26,36.0540697,-119.0256467,,,0,1
167,TIMNATH,4560 Weitzel St,Timnath,CO,80547,Andy Acuna,Mark Shy,Central Colorado,16,Eastern Region,3,2016,8,24,40.5236620,-104.9876029,167-Timnath.jpg,,0,0
561,MADERA,2140 W Kennedy Ave,Madera,CA,93637,Wayne Gorath,Camden Buttacavoli,South Central California,15,Southern Region,4,2014,12,9,36.9813365,-120.0881143,561-Madera.jpg,,0,0
563,BAKERSFIELD PANAMA LANE,6725 Panama Ln,Bakersfield,CA,93313,James Edwards,Wesley Winn,South Central California,15,Southern Region,4,2015,3,18,35.2957375,-119.0780429,563-Bakersfield Panama.jpg,,0,0
162,BRIGHTON 50TH AVE,163 S 50th Ave,Brighton,CO,80601,Dustin Ronning,Nicholas Baughman,Central Colorado,16,Eastern Region,3,2015,7,23,39.9852345,-104.7528889,162-Brighton.jpg,,0,0
163,GREELEY 71ST AVE,7005 W 10th St,Greeley,CO,80634,Richard Mcclure,Travis Miller,Central Colorado,16,Eastern Region,3,2015,7,23,40.4219747,-104.7931928,163-Greeley.jpg,,0,0
574,HOLLISTER,1500 McCray St,Hollister,CA,95023,Alan Mcnamee,Alex Law,South Central California,15,Southern Region,4,2016,8,23,36.8496189,-121.3972482,,,0,1
164,FOUNTAIN,7990 Fountain Mesa Rd,Fountain,CO,80817,Greg Hamel,Garrett Lanz,Central Colorado,16,Eastern Region,3,2015,11,25,38.7159183,-104.7020823,164-Fountain.jpg,,0,0
165,COLORADO SPRINGS BARNES,4395 Integrity Center Pt,Colorado Springs,CO,80917,Cory Menear,Dylan Howell,Central Colorado,16,Eastern Region,3,2015,11,18,38.8958488,-104.7207941,165-Colorado Springs Barnes Rd..jpg,,0,0
562,CLOVIS HERNDON AVENUE,1635 Herndon Ave,Clovis,CA,93611,Matt Clift,Andrew Schroeder,South Central California,15,Southern Region,4,2015,1,8,36.8380282,-119.6866252,,,0,1
564,SANGER,710 Academy Ave,Sanger,CA,93657,Tim Schluckebier,Juan Barron,South Central California,15,Southern Region,4,2015,2,4,36.7062681,-119.5553103,,,0,1
565,BAKERSFIELD CALLOWAY DR,5411 Calloway Dr,Bakersfield,CA,93312,Jason Marine,Victor Echeveste,South Central California,15,Southern Region,4,2015,9,2,35.4101227,-119.1106328,,,0,1
566,BAKERSFIELD BUCK OWENS,3012 Buck Owens Blvd,Bakersfield,CA,93308,Justin Scott,Cy Marquis,South Central California,15,Southern Region,4,2016,2,24,35.3878700,-119.0426070,566-Bakersfield-Buck-Owens-Blvd.jpg,,0,1
567,HANFORD,330 N 12th Ave,Hanford,CA,93230,Greg Dickson,Ryan Vinyard,South Central California,15,Southern Region,4,2016,3,2,36.3235581,-119.6747275,,,0,1
572,PERRIS,1697 N Perris Blvd,Perris,CA,92571,Brady Leblanc,Caleb Jacques,Southeastern California,17,Southern Region,4,2016,7,8,33.8025454,-117.2260267,,,0,1
573,MORENO VALLEY PERRIS BLVD,12682 Perris Blvd,Moreno Valley,CA,92553,Frank Hernandez,Bill Schacht,Southeastern California,17,Southern Region,4,2016,7,8,33.9364547,-117.2263103,573-Moreno Valley Perris Blvd..jpg,,0,0
169,AURORA SMOKY HILL RD,23990 E Smoky Hill Rd,Aurora,CO,80016,Jared Hemming,Miguel Moran,Central Colorado,16,Eastern Region,3,2016,7,20,39.5974986,-104.7069909,169-Aurora Smoky Hill Rd..jpg,,0,0
570,FONTANA SIERRA AVE,6251 Sierra Ave,Fontana,CA,92336,Chris Baker,Joel Coleman,Southeastern California,17,Southern Region,4,2016,7,20,34.1378853,-117.4361213,570-Fontana Sierra Ave..jpg,,0,0
575,MERCED 16TH ST,430 W 16th St,Merced,CA,95340,John Bailey,Napoleon Raygoza,South Central California,15,Southern Region,4,2016,9,21,37.3000529,-120.4828464,,,0,1
